clusterID,Values,Size,IDs
cluster_10945, 190151889781; ZA0X0018US; IN4G3150; , 1,microcart_49; 
cluster_13830, 192545210959; 2F07F929197EC617; , 1,massgenie_116; 
cluster_9770, 884116292852; BBYPDF45FX; , 1,truecurate_41; 
cluster_3255, 190781893073; 1VK08UPABA; , 1,howardcomputer_1537; 
cluster_13414, 190198478405; APIPW64C10SG; MQEY2LLA; , 1,sdicraft_597; 
cluster_8717, 40780585; PC50994; , 1,pcmg_335; 
cluster_22604, 193268025554; 192330693004; IZDZFJVKZJDB8JH9; 81AC002KUS; QPFZ9ANRZOOVGKBX; , 6,bestbuy_750; massgenie_742; howardcomputer_1159; massgenie_656; savingslots_173; truecurate_69; 
cluster_8632, PANCF54EP143VM; , 1,techcrave_1484; 
cluster_10524, 40432740; 190781170556; 1BS02UTABA; , 1,pcmg_492; 
cluster_11161, 888793164402; , 1,techcrave_526; 
cluster_12201, M48001578; 825633416536; , 1,bestbuy_537; 
cluster_4179, PBEVZUBMORKEBJTO; 884116282877; , 1,massgenie_877; 
cluster_13331, 611343100946; , 1,techcrave_2237; 
cluster_5907, 20L70054US; , 1,howardcomputer_951; 
cluster_8999, 886389037758; , 1,techcrave_1750; 
cluster_4255, HE1040G42X81; 192018230132; 2XM81UTABA; , 1,sdicraft_290; 
cluster_11638, 20M9000RUS; 192651171984; , 1,howardcomputer_1015; 
cluster_18941, 889842385267; , 3,antonline_17; buydig_115; abt_124; 
cluster_15875, MARCONIW60C; 190781746249; , 2,macmall_477; savingslots_289; 
cluster_20750, 889842247374; , 3,buydig_77; antonline_39; abt_20; 
cluster_7931, LEN20LF000PUS; , 1,techcrave_1336; 
cluster_9323, 1MQ25KTFTQXI4CHU; , 1,massgenie_484; 
cluster_12847, E36ECE749C3ABF38; 889899048542; , 1,massgenie_573; 
cluster_17076, 192545798280; , 2,buydig_350; techcrave_112; 
cluster_4561, 745708504; 192330214803; , 1,walmart_578; 
cluster_14463, 889661193104; , 1,techcrave_1523; 
cluster_16330, 825633448889; 41217949; PC51203; , 2,macmall_239; pcmg_126; 
cluster_2090, 889661161103; , 1,techcrave_1572; 
cluster_4851, 886227515684; , 1,techcrave_1891; 
cluster_2284, 889894479457; , 1,techcrave_672; 
cluster_1412, LEN20BWS5XV00; , 1,techcrave_1113; 
cluster_4896, 54392443; , 1,walmart_845; 
cluster_8226, 611343101219; , 1,techcrave_2236; 
cluster_20728, 193015942080; 1PH94UT; , 3,savingslots_75; buydig_332; antonline_65; 
cluster_1607, 889894221131; , 1,techcrave_665; 
cluster_14527, JLB78ECY6ECITCLY; , 1,massgenie_388; 
cluster_21485, 192545180153; SW5017P11HX; 3VN45UAABA; , 4,savingslots_574; antonline_156; macmall_408; buydig_312; 
cluster_9440, 192545493819; , 1,antonline_297; 
cluster_1163, 193124791708; 20MB002JUS; , 1,howardcomputer_1401; 
cluster_1744, 41458692; 884116317708; YWDG4; , 1,pcmg_511; 
cluster_11376, B071FDT51C; E2227T; 4015625607127; , 1,gdxtech_131; 
cluster_11825, 885170269347; PACF54D2900V; CF54D2900VM; , 1,sdicraft_208; 
cluster_3427, B00TGGONIE; 637836584345; GGBP000100GNEE; , 1,gdxtech_103; 
cluster_217, GETXJ6S98UACEXL; , 1,techcrave_1103; 
cluster_5144, , 1,abt_146; 
cluster_8181, 4718017001618; FX504GDE4278T; , 1,Box_261; 
cluster_4236, 3TQWEOFR92RMRJ5O; 192330060172; , 1,massgenie_411; 
cluster_10560, LEN20L9001UUS; , 1,techcrave_1299; 
cluster_13004, 190198205476; , 1,abt_59; 
cluster_10979, 888793074015; , 1,techcrave_521; 
cluster_7303, 793713775166; 829493894; , 1,walmart_455; 
cluster_13459, FUJCE4UD30000PAABAX; , 1,techcrave_937; 
cluster_2411, 884116203544; i55593347SLV; , 1,truecurate_267; 
cluster_17534, 889842386486; , 2,antonline_21; abt_84; 
cluster_9717, 190781884392; , 1,antonline_337; 
cluster_12579, Z0UBMPTR31BH; APMBPBMPTR31; , 1,sdicraft_7; 
cluster_18728, AERO15XV8CF1; AERO15Xv8CF1; 4719331943721; NOT04985; , 2,Box_240; cclonline_27; 
cluster_22135, 192545300148; 41040233; 3YE10UTABA; , 5,techcrave_95; pcmg_349; macmall_206; buydig_469; antonline_303; 
cluster_5723, V5C00USABA; 889899176511; , 1,howardcomputer_1495; 
cluster_21598, 889842386875; LQS00038; , 4,bestbuy_886; antonline_19; abt_87; buydig_231; 
cluster_13560, Z0TYMNYG23BH; APMBTYMNYG23; , 1,sdicraft_36; 
cluster_8622, 888863611393; NTLCVAA002;SW5017117R; B01MTLOC67; , 1,electronicsface-26.html; 
cluster_20426, 884116282549; JONKJQFH89KCJHGN; , 3,antonline_1046; techcrave_1928; massgenie_210; 
cluster_8184, GETBE2325ACEDXX; , 1,techcrave_2456; 
cluster_10065, 809339105; 884116275725; , 1,walmart_141; 
cluster_14343, UNEITPAEQQGXD6VC; 192330057233; , 1,massgenie_890; 
cluster_588, NXG55AA010; ACC738TC7KD; , 1,bhphotovideo_139; 
cluster_4422, 50348463; 825633350908; , 1,walmart_276; 
cluster_19924, 889842385045; , 3,antonline_10; abt_116; buydig_169; 
cluster_5396, 324962650; , 1,walmart_187; 
cluster_11114, V1Q05UT; 888863956050; , 1,electronicsface-71.html; 
cluster_6575, 2UR80USABA; 192018086944; , 1,howardcomputer_2041; 
cluster_5177, 54392465; 812177027960; , 1,walmart_664; 
cluster_1030, CF54F3002VM; 885170284890; , 1,howardcomputer_467; 
cluster_16037, 3XJ63UTABA; 41054098; 192545265324; , 2,pcmg_434; howardcomputer_867; 
cluster_14565, GETBE23BRDAEDXX; , 1,techcrave_2487; 
cluster_10229, HNM00001; 889842249736; , 1,portableone_116; 
cluster_14879, 889349589663; C300SADH02LB; , 2,bestbuy_302; truecurate_35; 
cluster_4777, 725184088889; , 1,techcrave_650; 
cluster_8931, 4RG90UT; 192018248717; , 1,savingslots_31; 
cluster_3066, 191800034880; 20HB001UUS; , 1,howardcomputer_1163; 
cluster_6011, IKYB2F4O0M7K3VP9; 193015916661; , 1,massgenie_511; 
cluster_11516, 825633437845; 56245350; , 1,walmart_892; 
cluster_1478, 2EA26PA; 191628167579; , 1,jw_100; 
cluster_7236, 192330431477; , 1,antonline_818; 
cluster_14840, LEN20L5005CUS; , 1,techcrave_1275; 
cluster_2374, 813403016543; 339996604; , 1,walmart_451; 
cluster_2586, LATI7280XM199; 884116260059; , 1,truecurate_472; 
cluster_13810, 165412470; , 1,walmart_366; 
cluster_7071, 997869783; 889349993569; , 1,walmart_341; 
cluster_4846, E54401553; 825633437685; , 1,bestbuy_481; 
cluster_14200, GETBB73BCDAEDXX; , 1,techcrave_2408; 
cluster_15806, 191376215201; , 2,ebay_73; ebay_171; 
cluster_1484, DC2TA31UTCA; 191628961122; , 1,kaizyr_160; 
cluster_1914, 4712900989564; FX504GEE4012T; , 1,jw_35; 
cluster_287, SNOINS218928SA; , 1,techcrave_2043; 
cluster_8864, B01MUF1VWR; 190780339398; 80YS0003US; , 1,electronicsface-233.html; 
cluster_524, 192330797085; , 1,techcrave_1272; 
cluster_6261, 192158448602; , 1,techcrave_267; 
cluster_8744, E6420I525850010; 812177027472; , 1,bestbuy_513; 
cluster_11923, APIPW51C10RG; 190198343437; MPMH2LLA; , 1,sdicraft_621; 
cluster_2252, 2EV43PADEMO; 290088103582; , 1,jw_65; 
cluster_2907, CF19ZF007BM; , 1,portableone_245; 
cluster_9007, CF54FP049VM; , 1,howardcomputer_245; 
cluster_12696, LEN20L5001DUS; , 1,techcrave_213; 
cluster_12593, 1NM39UTABA; 190781978862; , 1,howardcomputer_1881; 
cluster_21195, 190781922070; , 4,savingslots_608; antonline_335; buydig_490; techcrave_30; 
cluster_7025, 192018237100; 3AS34AV; , 1,cukusa_39; 
cluster_20727, N580GDXB76T; 889349987926; , 3,howardcomputer_1929; cukusa_17; macmall_470; 
cluster_909, I1601FWUXFKG; , 1,macmall_416; 
cluster_7332, 190198393821; , 1,abt_3; 
cluster_3141, 191114456507; AN5155177AB; , 1,bestbuy_24; 
cluster_8377, R5471T78VY; 884116283010; , 1,savingslots_412; 
cluster_18578, 6TXJ4; DECB136TXJ4; 40497430; 884116261988; , 2,pcmg_496; bhphotovideo_48; 
cluster_153, HE830G53RB38; 3RB38UTABA; 192018998179; , 1,sdicraft_267; 
cluster_20569, 190781770718; W2K90UAABA; , 3,buydig_92; buydig_63; howardcomputer_27; 
cluster_8486, BBYW24T5FX; 884116294085; , 1,truecurate_217; 
cluster_17505, APMBTZMNYH22; Z0TZMNYH22BH; , 2,sdicraft_15; bhphotovideo_116; 
cluster_11791, P56XT1070701S; 290088104985; , 1,jw_86; 
cluster_2114, 742889704463; B00W57EDCM; P34WV3CF1; , 1,electronicsface-152.html; 
cluster_16945, 812177027502; 54392394; E6410I524450010REFURBISHED; , 2,walmart_555; bestbuy_461; 
cluster_6086, 885170318915; , 1,techcrave_1451; 
cluster_3796, SE4N48AAADSX; , 1,portableone_319; 
cluster_14269, GETAFSPCX500G2; , 1,techcrave_2250; 
cluster_1750, 884116312499; , 1,buydig_126; 
cluster_8205, HE1020G2UE44; 192018032064; 2UE44UTABA; , 1,sdicraft_352; 
cluster_18266, 884116282921; , 2,antonline_906; techcrave_2206; 
cluster_18594, MCZ00001; MISG4128; 889842309706; , 2,bhphotovideo_5; bestbuy_872; 
cluster_22768, 192018032064; 9887; 192545002752; 20KJ0019US; 1MIBQJLH0NJGMLPS; 40977123; HE830G53RB98; 3RB98UTABA; IN2RU587; , 10,pcmg_602; howardcomputer_695; massgenie_308; buydig_460; antonline_365; antonline_379; savingslots_86; sdicraft_256; nautilusnet_25; microcart_113; 
cluster_13643, 889349426425; , 1,antonline_1135; 
cluster_15664, 192018032088; 9884; 3PZ03UTABA; 280W5P6MHJOSV5R7; , 2,massgenie_902; nautilusnet_28; 
cluster_12571, HPI3HE86USABA; , 1,techcrave_387; 
cluster_9913, 783555038161; VM1C1A1A1AUS0AA; , 1,howardcomputer_337; 
cluster_10133, P8UQWCQG4YOSXQ5W; , 1,massgenie_122; 
cluster_11856, DC101615; 766623101615; , 1,kaizyr_2; 
cluster_8230, FUJBPC0010000WAAAPS; , 1,techcrave_884; 
cluster_3554, 190781428596; , 1,techcrave_330; 
cluster_10279, GETBA7335DAEFXX; , 1,techcrave_2280; 
cluster_13697, 888793498088; , 1,techcrave_554; 
cluster_5175, VH10112110110A00; , 1,howardcomputer_371; 
cluster_11519, 889349765210; , 1,techcrave_1780; 
cluster_13322, 191628845316; 11AE030NR; , 1,truecurate_337; 
cluster_21167, 191114485675; SP11132NP4C0; , 4,truecurate_242; buydig_290; bestbuy_41; antonline_465; 
cluster_4310, 2VM83UT; 191114064306; , 1,electronicsface-57.html; 
cluster_6918, R2XLEN9MULHB0IRG; 192545810418; , 1,massgenie_72; 
cluster_7578, 41186219; 4JB83UTABA; 192545639835; , 1,pcmg_406; 
cluster_7181, 652513848060; DHAIB0AKCJD6FKXS; , 1,massgenie_464; 
cluster_9788, 909335293; , 1,walmart_786; 
cluster_14369, 889296708957; , 1,techcrave_620; 
cluster_4344, 192018310896; 2RR84EAABU; , 1,Box_67; 
cluster_2103, 889899381014; , 1,antonline_130; 
cluster_10003, 672118546; 191114331613; , 1,walmart_337; 
cluster_7295, 4IKJQS8BPSODXPJW; 889842274103; , 1,massgenie_313; 
cluster_11959, 889349177693; UX305CAEHM1; , 1,truecurate_513; 
cluster_19209, 190725235952; 80VJ0001US; 41043629; , 3,bestbuy_769; antonline_975; pcmg_562; 
cluster_8169, HE1040G3VW22; 889899065570; V2W22UTABA; , 1,sdicraft_110; 
cluster_13669, 40977510; R5VYY; , 1,pcmg_213; 
cluster_5858, 652012773771; 760173; 652012773771R; , 1,microcenter_1; 
cluster_20249, 1NW59UTABA; 1NW59UT; 190781963479; 40583112; HECBX3601N59; , 3,bhphotovideo_105; pcmg_586; truecurate_118; 
cluster_5544, 41418357; Z0V12916512560SG; , 1,pcmg_129; 
cluster_5609, 739340240783; 197812893; , 1,walmart_830; 
cluster_4594, IN2PR282; 20KS003VUS; 192158484785; , 1,microcart_118; 
cluster_14508, 812177027632; 8460PI525412810; , 1,bestbuy_621; 
cluster_9269, FUJEDUE54801007; , 1,techcrave_946; 
cluster_2723, 4719072496487; 9S716K212237; , 1,Box_200; 
cluster_10989, HPIK4P35USABA; , 1,techcrave_572; 
cluster_8856, 41417970; MR9R2LLA; 190198687326; , 1,pcmg_51; 
cluster_6411, 191114575475; , 1,techcrave_1647; 
cluster_6851, 825633455139; FOLIO9470M31189; , 1,bestbuy_640; 
cluster_19947, 192876054147; , 3,buydig_450; techcrave_1875; antonline_689; 
cluster_12052, HPIW0V59UPABA; , 1,techcrave_698; 
cluster_3653, CF19ZA301BM; , 1,portableone_193; 
cluster_6925, HE1030G21B98; 190781487289; 1BS98UTABA; , 1,sdicraft_322; 
cluster_8863, 886227996940; , 1,buydig_261; 
cluster_10139, 9JLQ0UBDAAW00VWZ; , 1,massgenie_931; 
cluster_2581, B01LFGS9OG; 192018986602; 16VFDELP0007; , 1,nautilusnet_95; 
cluster_2855, 2LV57UAABA; 192018001282; , 1,howardcomputer_269; 
cluster_8640, CF311D419KM; , 1,howardcomputer_731; 
cluster_2746, FUJM4YU74801046; , 1,techcrave_2230; 
cluster_3513, 889899867327; , 1,techcrave_737; 
cluster_4121, 889349528983; , 1,techcrave_1883; 
cluster_2255, 889661194637; , 1,techcrave_1582; 
cluster_14274, 558380937; 824142172216; , 1,walmart_534; 
cluster_6467, 192018935372; 3KY20ETABU; , 1,Box_108; 
cluster_11693, GETBA93CCDAEJXX; , 1,techcrave_2391; 
cluster_20714, 192545207942; , 3,galleon_51; buydig_35; antonline_8; 
cluster_9603, 8XW29; 884116317715; , 1,howardcomputer_1039; 
cluster_12240, 192018104280; , 1,techcrave_49; 
cluster_816, ZE0XDBS5BURVCPDL; 192545628525; , 1,massgenie_410; 
cluster_16674, 884116204275; XPS93504007SLV; , 2,buydig_101; truecurate_211; 
cluster_5374, 56208141; 686751101403; , 1,walmart_596; 
cluster_12824, 825633455900; E644031208; , 1,bestbuy_503; 
cluster_8975, 887758600467; , 1,techcrave_437; 
cluster_2589, 190781161615; Z3A00ESABD; B01MQJU2TP; , 1,gdxtech_21; 
cluster_12922, 840G231286; 825633458031; , 1,bestbuy_633; 
cluster_11258, 4250519946665; XMGP507wxk; B01N0XP8RV; , 1,gdxtech_77; 
cluster_6513, 476630476; 191999394659; , 1,walmart_612; 
cluster_22128, 192330705912; 191628940561; 2SU15UTABA; SP3145250HT; 81FK0000US; , 7,antonline_791; savingslots_440; antonline_377; howardcomputer_2079; savingslots_505; macmall_404; techcrave_53; 
cluster_6903, 192330716734; 81AX00HEAU; , 1,jw_154; 
cluster_10882, 841631122903; NXGHJAA007; , 1,bestbuy_26; 
cluster_4101, NXVCKAA001; 888863680672; , 1,howardcomputer_2077; 
cluster_4289, 20LS002VUS; 192651231800; , 1,savingslots_357; 
cluster_9382, LEN20KS003WUS; , 1,techcrave_204; 
cluster_14475, SE2NK5DAEDQX; , 1,portableone_304; 
cluster_10198, 888863949403; LATI14R54J4X; , 1,electronicsface-5.html; 
cluster_3059, 777667266; 689354192182; , 1,walmart_436; 
cluster_13483, 191114562123; , 1,buydig_339; 
cluster_2457, 889842372380; DAL00092; , 1,bestbuy_884; 
cluster_11972, 40822941; 192018001305; 2LV60UAABA; , 1,pcmg_719; 
cluster_3789, 49455384; 884116205715; , 1,walmart_888; 
cluster_9407, 889842285925; JTS00002; , 1,Box_313; 
cluster_11552, LATI5480UHG0NP; 884116260509; , 1,truecurate_160; 
cluster_20987, 884116260165; B01LJUP6VC; Y9G06UTABA; LATI5580UTCC1Y; , 4,ebay_105; techcrave_2189; electronicsface-192.html; truecurate_213; 
cluster_4154, 812177027380; 54392408; , 1,walmart_632; 
cluster_11734, DCV1G98UTCA; 889894862990; , 1,kaizyr_63; 
cluster_865, DEL54806VKFD; 6VKFD; 884116260530; , 1,sdicraft_212; 
cluster_1681, 46461707; 825633344655; , 1,walmart_611; 
cluster_2974, NXGR7AA007; 841631122934; , 1,bestbuy_109; 
cluster_5878, 3YE08UTABA; HEZB14UG5E08; , 1,sdicraft_543; 
cluster_1497, 20KH002FUS; , 1,electronicsface-58.html; 
cluster_8991, R5471T50UD; 888863652563; , 1,truecurate_179; 
cluster_9268, 56218273; , 1,walmart_424; 
cluster_11321, 760625128854; , 1,galleon_77; 
cluster_4104, 841631116636; E6430SI526850010P; , 1,bestbuy_512; 
cluster_6823, X7S44UAABA; HE14AX010NR; 190780439661; , 1,sdicraft_113; 
cluster_9647, 5F65GPW8TGZYXHA3; , 1,massgenie_718; 
cluster_7635, GETBA733CAAFDXX; , 1,techcrave_2286; 
cluster_7165, SNODAU00001; , 1,techcrave_286; 
cluster_2709, B01MYCF6CK; 66TXP; , 1,nautilusnet_100; 
cluster_6094, 191376628490; N4MBNRVADQEXBPKW; , 1,massgenie_115; 
cluster_9680, LEN20M7002PUS; , 1,techcrave_1408; 
cluster_13135, 784090037961; DC901147CA; , 1,kaizyr_198; 
cluster_11204, DC4HU49UTCA; 192545609401; , 1,kaizyr_41; 
cluster_6978, SP51551N51RH; 191114871447; , 1,savingslots_455; 
cluster_2771, B01KK17Q4G; 4260185622107; 181133; , 1,gdxtech_164; 
cluster_3152, 885909335305; , 1,ebay_42; 
cluster_11653, DLQTZJ22NPPEF0ET; 191628782918; , 1,massgenie_214; 
cluster_1987, AW17R57030SLVPUS; 884116294030; , 1,bestbuy_141; 
cluster_19228, MNYM2LLA; 190198205056; APMNYM2LLA; , 3,bestbuy_150; bhphotovideo_10; sdicraft_71; 
cluster_4041, B01N7Y2QJW; 1BS56UTABA; 884116228776; , 1,electronicsface-180.html; 
cluster_5302, CF19ZE001BM; , 1,portableone_213; 
cluster_6243, 889894776624; , 1,techcrave_679; 
cluster_22928, 192545179874; 192018167131; 3VN32UAABA; 15CS0079NR; 41174753; , 10,pcmg_145; bestbuy_666; savingslots_518; antonline_158; buydig_390; abt_96; macmall_293; buydig_380; antonline_213; truecurate_10; 
cluster_1135, LEN20KU001BUS; , 1,techcrave_1254; 
cluster_8158, 193015333673; , 1,antonline_77; 
cluster_8825, ASC202YS02DB; 889349335253; C202SAYS02; , 1,bhphotovideo_16; 
cluster_12318, 580181819; 889349835449; , 1,walmart_416; 
cluster_3577, 190781591924; , 1,techcrave_339; 
cluster_18990, 884116260615; LATI5480U18DNK; , 3,antonline_1180; techcrave_1929; truecurate_233; 
cluster_20427, 192545310789; KH7HBJVNDAHVVC94; DC3YV94UTCA; , 3,kaizyr_208; massgenie_850; buydig_321; 
cluster_120, YRSFTHLZPCEGNBTL; 193015942080; , 1,massgenie_227; 
cluster_1357, 2UB65EAABU; 192018302334; , 1,Box_74; 
cluster_2072, CF54DP102VM; , 1,howardcomputer_2263; 
cluster_10678, 190780427903; , 1,techcrave_693; 
cluster_7734, 727908818666; , 1,galleon_50; 
cluster_14247, 887899871498; , 1,techcrave_1706; 
cluster_10347, PANCF54H6008VM; , 1,techcrave_1508; 
cluster_2557, 844750021270; , 1,techcrave_1922; 
cluster_14239, SNOINS232435SA; , 1,techcrave_2088; 
cluster_12759, LEN20M5003YUS; , 1,techcrave_1399; 
cluster_8468, DELLNB0040018; 720089850036; 700831; , 1,microcenter_76; 
cluster_7898, PC51431; , 1,macmall_235; 
cluster_239, DCE7U24UTCA; 887758753767; , 1,kaizyr_88; 
cluster_7678, 190780082737; , 1,techcrave_765; 
cluster_12684, 190576699026; , 1,antonline_686; 
cluster_18284, T0FF3; 5397184005590; NOT04685; , 2,cclonline_93; Box_435; 
cluster_7799, I77737855GRYPUS; 884116275855; , 1,bestbuy_447; 
cluster_12287, IN2QH579; 192330091879; 20L50019US; , 1,microcart_22; 
cluster_9991, Q0EHMLAMBZV8VW0K; 192545798297; , 1,massgenie_407; 
cluster_14734, 884116293811; AW17R57811BLKPUS; , 1,bestbuy_137; 
cluster_4134, 20MU000TUS; , 1,macmall_456; 
cluster_15203, 5CY81UTABA; IN5NB740; 193015506084; , 2,macmall_364; microcart_217; 
cluster_7086, 530270901; 190403545793; , 1,walmart_474; 
cluster_10491, 888793566305; , 1,techcrave_555; 
cluster_18, 7KIF5CK7TNEDJ3EO; 889842246797; , 1,massgenie_936; 
cluster_12069, SP11132NC53M; 884116279082; , 1,savingslots_572; 
cluster_2368, 193015507555; , 1,antonline_73; 
cluster_12272, 4RH77USABA; 192545963770; , 1,howardcomputer_1029; 
cluster_13105, , 1,abt_167; 
cluster_6383, 190780929391; , 1,techcrave_844; 
cluster_16153, 2XU40UTABA; 40815764; 192018248717; , 2,howardcomputer_693; pcmg_654; 
cluster_18161, 4712900911657; NOT04908; X542UAGQ116R; 90NB0F22M07720; , 2,Box_471; cclonline_44; 
cluster_14297, 2VA59USABA; 192018100558; , 1,howardcomputer_685; 
cluster_16814, 1NW60UTABA; IN8V8734; HECBX3601N60; 190781963493; , 2,bhphotovideo_106; microcart_16; 
cluster_7367, 55855207; 825633419513; , 1,walmart_444; 
cluster_12382, 824142172308; WS65476; , 1,howardcomputer_959; 
cluster_17517, 192651171854; , 2,techcrave_259; antonline_608; 
cluster_2949, 193124317885; , 1,antonline_540; 
cluster_14141, 191114038550; AW17R59489SLV; , 1,electronicsface-46.html; 
cluster_11801, TWDES14SP55R5IM8N9; , 1,techcrave_1022; 
cluster_3838, 1LZ36EAABD; B06XJWV69P; 190781806295; , 1,gdxtech_19; 
cluster_5844, LEN20KF005FUS; , 1,techcrave_1212; 
cluster_8353, GE73VR066; 824142150474; , 1,bestbuy_927; 
cluster_17293, 888182542309; F9Y12UPABA; , 2,howardcomputer_395; techcrave_463; 
cluster_2502, IN3FM140; 824142160534; GS65053; , 1,microcart_107; 
cluster_4802, V1P90UTABA; B01BI8W56O; 884116255734; , 1,electronicsface-168.html; 
cluster_22073, 884116283096; 20MU000TUS; 8J3J7; , 5,savingslots_292; techcrave_1979; howardcomputer_1407; antonline_1039; buydig_191; 
cluster_7856, 54392430; , 1,walmart_477; 
cluster_583, PT573U0D301M; 889661184027; , 1,howardcomputer_1941; 
cluster_9729, 20EM001PUS; 190151975453; , 1,bestbuy_833; 
cluster_5080, PANCF54H2579VM; , 1,techcrave_1504; 
cluster_7349, LEN20L7004JUS; , 1,techcrave_1284; 
cluster_22344, 191114458631; SP11132NC53M; , 5,bestbuy_100; truecurate_344; savingslots_637; techcrave_1696; buydig_405; 
cluster_2658, 193015916609; , 1,antonline_58; 
cluster_3457, APMPXW2LLA; 190198395085; MPXW2LLA; , 1,sdicraft_91; 
cluster_5446, 887111301840; , 1,techcrave_394; 
cluster_12556, 15A4VXDRG0WBFWL0; 192545300018; , 1,massgenie_490; 
cluster_9589, MJ0VH; 884116279280; , 1,howardcomputer_183; 
cluster_11199, 811842056304; TS1200; , 1,bestbuy_363; 
cluster_14635, 888793656181; , 1,techcrave_565; 
cluster_13350, MD232LLA; 604714513773; , 1,bestbuy_180; 
cluster_2364, LEN20LD002PUS; , 1,techcrave_1327; 
cluster_4516, 190781534860; , 1,antonline_70; 
cluster_11983, VM1C1A1A2BUS0AA; , 1,howardcomputer_1147; 
cluster_1829, HPIY3R69UCABA; , 1,techcrave_801; 
cluster_4159, 885170284845; CF54F0976KM; , 1,howardcomputer_2299; 
cluster_5941, 442204339; , 1,walmart_234; 
cluster_7814, GETBA73B5DAFDXX; , 1,techcrave_2315; 
cluster_12149, 192651231978; , 1,antonline_602; 
cluster_5148, NXGCUEK003; , 1,Box_350; 
cluster_10143, V2W11UT; 192330209892; , 1,savingslots_14; 
cluster_6258, 191999630573; 20HN006GUS; , 1,howardcomputer_2089; 
cluster_3586, 30023353; 4015625608049; , 1,Box_96; 
cluster_3828, 15CC564NR; 191628224166; , 1,truecurate_177; 
cluster_8357, 637405731163; 630803608; , 1,walmart_951; 
cluster_11099, NOT05424; 4719331945237; SABRE17KV8CF1; , 1,cclonline_30; 
cluster_448, NXGVFAA001; 841631126307; , 1,bestbuy_102; 
cluster_2479, 190781579014; , 1,techcrave_331; 
cluster_2065, F9HJH; 889349381403; B06XT4482X; , 1,electronicsface-105.html; 
cluster_3440, 192545639910; , 1,antonline_137; 
cluster_5359, 889899000000; 2XU37UTABA; 8887; , 1,nautilusnet_3; 
cluster_13275, 5LA08UTABA; , 1,macmall_623; 
cluster_21616, 889349906965; , 4,antonline_914; galleon_26; techcrave_1851; abt_21; 
cluster_22470, 887276213767; SAXE510C24K1; 716407; 40644037; XE510C24K01US; , 6,antonline_947; buydig_40; abt_27; microcenter_3; pcmg_711; bhphotovideo_43; 
cluster_4211, CF19ZA121BM; , 1,portableone_184; 
cluster_1712, 40977506; W2W1D; , 1,pcmg_481; 
cluster_9168, 992569688; 762539780258; , 1,walmart_840; 
cluster_11613, 40994189; VG5J0; , 1,pcmg_522; 
cluster_11916, 825633356672; 50910615; , 1,walmart_758; 
cluster_17949, VWT1R; NOT05063; 5397184077948; , 2,Box_456; cclonline_109; 
cluster_13802, ND2YG; 884116280842; DEP5520ND2YG; , 1,sdicraft_553; 
cluster_21773, 20K6000QUS; IN8X7462; LEX270K6000Q; 191376432080; , 4,truecurate_241; microcart_187; howardcomputer_65; sdicraft_187; 
cluster_2922, C3181C871BLKPUS; 884116312871; , 1,bestbuy_375; 
cluster_8610, 192330962872; 81FY002GUK; NOT05428; , 1,cclonline_102; 
cluster_14460, 192545171939; DC3VD02UTCA; , 1,kaizyr_86; 
cluster_18485, 20LB0020US; 192563251682; 41030036; , 2,pcmg_693; macmall_657; 
cluster_5294, 193015129702; 4TK67PA; , 1,jw_127; 
cluster_11156, 582465663; 689354184118; , 1,walmart_717; 
cluster_1600, 40980891; 192158888583; 20L7001WUS; , 1,pcmg_469; 
cluster_4076, 3MW44AWABA; 192018929487; , 1,howardcomputer_861; 
cluster_7323, RLLRNTWXV81JGZGV; 191376627356; , 1,massgenie_659; 
cluster_668, X7V30UAABA; 190780325810; , 1,howardcomputer_69; 
cluster_9028, 191376436798; 20HB001HUS; , 1,howardcomputer_793; 
cluster_8384, B0745BD6CQ; 21DPA5AAZJDE; 610600725939; , 1,gdxtech_176; 
cluster_10257, GETBA7335DAEDXX; , 1,techcrave_2278; 
cluster_8443, HEZB14UG5E02; 3YE02UTABA; , 1,sdicraft_520; 
cluster_18275, 884116283140; , 2,antonline_653; techcrave_2171; 
cluster_5669, 720089856786; 777029; DELLNB0040022; , 1,microcenter_13; 
cluster_8706, XBUYU938BT3; , 1,macmall_420; 
cluster_1954, 190198687357; , 1,abt_120; 
cluster_5251, Flex414(80SA0004US); 190576402688; , 1,truecurate_483; 
cluster_8521, 454066494; 686727609650; , 1,walmart_925; 
cluster_3824, FUJBUR0010000WAAAHQ; , 1,techcrave_2226; 
cluster_9242, 190781342366; , 1,antonline_188; 
cluster_10418, IN9B1863; 824142146392; PL62017; , 1,microcart_78; 
cluster_12797, 889899732380; , 1,techcrave_716; 
cluster_4386, I54825182SLV; 192563499671; , 1,savingslots_428; 
cluster_17840, 192545310963; , 2,buydig_364; antonline_85; 
cluster_13829, 840G11579; 825633424081; , 1,bestbuy_610; 
cluster_514, 787770; 81H1000RUS; 192563254287; , 1,microcenter_40; 
cluster_20757, 889349974599; , 3,antonline_1020; buydig_415; techcrave_1816; 
cluster_1165, HPIX9Q43USABA; , 1,techcrave_784; 
cluster_7977, MN5ZIYJXJGSGTEVQ; 190781428190; , 1,massgenie_743; 
cluster_7999, 841631126857; NHQ3YAA001; , 1,bestbuy_84; 
cluster_20781, 884116282945; 880981878; DD34V; , 4,walmart_653; howardcomputer_197; antonline_659; techcrave_1993; 
