clusterID,Values,Size,IDs
cluster_9748, 825633356528; 50910390; , 1,walmart_376; 
cluster_7816, 41454079; PC51340; 825633458147; , 1,pcmg_262; 
cluster_11026, 736900258387; , 1,galleon_84; 
cluster_7561, 4JB90UT; 193015881433; , 1,savingslots_243; 
cluster_9121, RZ0902393E31R3B1; , 1,jw_211; 
cluster_22136, 202747130; 20KS003WUS; 192158484761; , 5,walmart_771; howardcomputer_667; macmall_114; bestbuy_801; cukusa_15; 
cluster_10222, 724393063540; 662195549; , 1,walmart_964; 
cluster_1358, MBDEE6430R01; 821660312315; 825562; , 1,microcenter_73; 
cluster_13979, 885170284463; CF54D3016KM; , 1,howardcomputer_1477; 
cluster_10638, KJU00016; 889842370362; , 1,bestbuy_901; 
cluster_15871, 1GE41UTABA; 190781383154; 40435584; , 2,pcmg_646; howardcomputer_645; 
cluster_6230, 40658065; MPXU2LLA; 190198394248; , 1,pcmg_1; 
cluster_4322, 20MD003RUS; , 1,howardcomputer_1657; 
cluster_1026, 192330431286; 20HK003EUS; , 1,howardcomputer_911; 
cluster_21816, 889349751084; B9440UAXS74; , 4,antonline_1129; techcrave_1769; rlsteinway_17; truecurate_395; 
cluster_2984, 812177027953; X220I525832010REFURBISHED; , 1,bestbuy_773; 
cluster_6282, 1N3ECQLMPHC2DBFF; 884116293804; , 1,massgenie_467; 
cluster_6862, FUJBUT0010000WAAADB; , 1,techcrave_918; 
cluster_11792, 889842013993; 47167958; , 1,walmart_302; 
cluster_2759, SMT377AZKAATT; 887276121789; IN4N3924; , 1,microcart_38; 
cluster_5963, Z0V70005U; , 1,portableone_36; 
cluster_3412, 4250519946566; B01MY52MNJ; XMGP407yhz; , 1,gdxtech_70; 
cluster_3876, PC50993; , 1,macmall_584; 
cluster_7130, MD313LLA; 885909531653; , 1,bestbuy_194; 
cluster_7888, 191628337323; 2GT49USABA; , 1,howardcomputer_1853; 
cluster_9357, 55821464; 825633419049; , 1,walmart_814; 
cluster_3483, 192545695572; , 1,buydig_236; 
cluster_8686, 190780659243; , 1,techcrave_821; 
cluster_4478, 40804743; CD19M; , 1,pcmg_603; 
cluster_4861, 190198205056; , 1,abt_23; 
cluster_422, 19111476193; , 1,rlsteinway_10; 
cluster_7193, MPF02LLA; APIPPW2510S; 190198313577; , 1,sdicraft_602; 
cluster_8643, NXGS1AA003; 841631121142; , 1,bestbuy_62; 
cluster_5459, 889233046869; 20D90017US; , 1,howardcomputer_1421; 
cluster_8460, 192563997207; 945231441; , 1,walmart_2; 
cluster_4325, 9S716Q211010; 4719072567323; , 1,Box_212; 
cluster_10913, 767504088; 656541797888; , 1,walmart_900; 
cluster_10886, 885170299627; CF54F1529VM; , 1,howardcomputer_483; 
cluster_17738, 192158855479; 81CG019JUS; , 2,savingslots_344; antonline_1037; 
cluster_4170, C213NABU0048; 4712900743487; , 1,jw_20; 
cluster_12146, 418840165; 51716307792; , 1,walmart_275; 
cluster_8477, 888793742372; , 1,techcrave_569; 
cluster_18385, 4HZ53UTABA; 192545628549; 41186229; , 2,macmall_228; pcmg_131; 
cluster_6889, NOT05198; 6JKRH; 5397184076347; , 1,cclonline_156; 
cluster_12161, FUJBUL0010000WAAAJI; , 1,techcrave_917; 
cluster_22, 4713883431422; NXGTVEK004; , 1,Box_380; 
cluster_21466, 888863760572; , 4,buydig_340; techcrave_155; antonline_1200; rlsteinway_13; 
cluster_7674, 825633433427; 56208133; , 1,walmart_745; 
cluster_18580, 886389062866; , 2,techcrave_1763; techcrave_1762; 
cluster_3451, LATI7389628GV; 884116280538; , 1,truecurate_376; 
cluster_7114, IN5AZ304; 192545950084; 4RB01UTABA; , 1,microcart_48; 
cluster_8075, 191628406593; DC2HT66UTBCA; , 1,kaizyr_137; 
cluster_6201, PS483U03000G; , 1,howardcomputer_915; 
cluster_7489, LEN20L7002EUS; , 1,techcrave_1280; 
cluster_8219, APIPPW2510SK; 190198313270; , 1,sdicraft_618; 
cluster_3894, 192158808710; 20KF001LUK; , 1,Box_33; 
cluster_11193, IN2QH577; 20L5000WUS; 192330091770; , 1,microcart_23; 
cluster_16271, 884116276371; BBY51K09FX; 259064827; , 2,walmart_644; truecurate_253; 
cluster_419, KSR00001; 889842308631; , 1,bestbuy_857; 
cluster_10204, I35580954BLK; 884116218067; , 1,truecurate_410; 
cluster_3514, 889296041733; , 1,techcrave_591; 
cluster_14468, 192545199889; 475791924; , 1,walmart_50; 
cluster_6278, GETBE43T8DAEIXX; , 1,techcrave_1052; 
cluster_20697, 889349673768; 40573975; C202SAYS02GR; , 3,truecurate_330; pcmg_218; antonline_680; 
cluster_4934, NXVCGEK017; 4713883201353; , 1,Box_393; 
cluster_18323, 888863730353; 1NL41UT; , 2,ebay_47; electronicsface-75.html; 
cluster_17818, 888863930517; , 2,buydig_184; techcrave_1725; 
cluster_7124, 192330797009; , 1,techcrave_1390; 
cluster_17292, PC51005; 41039316; , 2,pcmg_309; macmall_164; 
cluster_20624, 192545545860; NAEHPS14CB180NR; , 3,truecurate_516; antonline_201; bestbuy_710; 
cluster_22953, 192545639897; DC4JB90UTCA; 41186222; EORJNTUX5NFJVICU; 80YQ0007US; 4JB90UTABA; , 9,savingslots_308; antonline_179; techcrave_106; macmall_107; kaizyr_110; pcmg_259; buydig_464; massgenie_921; howardcomputer_2137; 
cluster_13251, GETSH4NY5AASDMX; , 1,techcrave_1089; 
cluster_8704, FXG52; 884116260066; IN8E1467; , 1,microcart_100; 
cluster_8524, 736211633491; 750487205; , 1,walmart_949; 
cluster_1356, LEN20LQ000HUS; , 1,techcrave_1365; 
cluster_6031, 41183018; 3YW02UTABA; , 1,pcmg_171; 
cluster_600, CF20A0003KM; , 1,portableone_250; 
cluster_2774, GL502VSGZ392T; 4712900860528; , 1,Box_276; 
cluster_9414, 815592021933; EMEGQ373PR; EGQ373PR; , 1,sdicraft_610; 
cluster_12981, FUJXBUYT938001; , 1,techcrave_987; 
cluster_6622, C5919E9A7712DEC5; , 1,massgenie_25; 
cluster_10740, 55985720; 190781896593; , 1,walmart_209; 
cluster_19730, 889955802422; IN3A4428; 25E3247D69429809; 20EN001SUS; , 3,massgenie_152; microcart_54; howardcomputer_1799; 
cluster_4343, S406UABM225R; 4712900971828; , 1,jw_30; 
cluster_22258, 192018167094; 2WM45UTABA; 41080670; , 5,savingslots_590; antonline_251; buydig_397; abt_129; pcmg_490; 
cluster_7700, SNOINS237980PC; , 1,techcrave_2112; 
cluster_11955, 884116219767; , 1,ebay_159; 
cluster_3319, 56208116; 192018001930; , 1,walmart_327; 
cluster_21671, 824142159675; 447977853; GE73RGB013; , 4,macmall_277; walmart_223; buydig_177; antonline_1004; 
cluster_18548, CF54F900KM; 885170317673; , 2,howardcomputer_135; macmall_653; 
cluster_3807, 886389081157; , 1,techcrave_1661; 
cluster_8047, B016J9LHSO; T4M32UTABA; 884116218234; , 1,electronicsface-174.html; 
cluster_13724, 885170314702; , 1,techcrave_1483; 
cluster_9692, TWDS15BG75FM7M0P4; , 1,techcrave_1043; 
cluster_22368, 192018248700; 20LD001JUS; 192330209830; , 5,savingslots_64; buydig_179; techcrave_72; howardcomputer_1503; antonline_985; 
cluster_2440, 192545368582; 15MCP0012DX; , 1,bestbuy_652; 
cluster_1771, HE470G52UA28; 2UA28UTABA; 192018015111; , 1,sdicraft_169; 
cluster_10144, YEXTK45PEOYGKURF; 889899040577; , 1,massgenie_413; 
cluster_7178, LEN20KH0076US; , 1,techcrave_1229; 
cluster_22341, 190781927228; 1LB17UTABA; HE255G61LB17; 40604246; , 5,pcmg_107; antonline_384; bhphotovideo_37; sdicraft_222; macmall_315; 
cluster_2184, TWDS15B052FM6M8N4; , 1,techcrave_2246; 
cluster_8687, 81FY000DUS; 192158506647; , 1,howardcomputer_1205; 
cluster_9206, B01NAX5U7L; 889349004012; XNH36; , 1,electronicsface-137.html; 
cluster_1575, ACRNXGPYAA005; , 1,techcrave_1690; 
cluster_9390, NXGNVAA002REFURBISHED; 841631120459; , 1,bestbuy_58; 
cluster_11508, VN7793G709A; 813567020288; B01N6VFLLZ; , 1,electronicsface-210.html; 
cluster_1928, SNOINS238332PC; , 1,techcrave_2113; 
cluster_11752, 81FL0063AUDEMO; 290088102677; , 1,jw_68; 
cluster_7410, 884116293323; IUGJTZLDANQVG9OE; , 1,massgenie_501; 
cluster_5761, 741807521106; 177200018; , 1,walmart_936; 
cluster_3138, TWDES15BA75FM6B0P4; , 1,techcrave_1028; 
cluster_14551, 887758414101; , 1,techcrave_422; 
cluster_929, 40253440; 190780766248; Z2A00UTABA; , 1,pcmg_594; 
cluster_11020, CF54F502KM; , 1,howardcomputer_1217; 
cluster_3168, 628GV; 884116280538; , 1,howardcomputer_1575; 
cluster_8297, 470828595; , 1,walmart_224; 
cluster_9925, 190780843451; Z4S89USABA; , 1,howardcomputer_1979; 
cluster_9258, GETSH1DY5DASDXX; , 1,techcrave_1074; 
cluster_13586, 888793465875; , 1,techcrave_550; 
cluster_21260, 20L9001MUS; 787468146227; 193268175587; 192158790664; 40976681; , 4,pcmg_21; macmall_347; cukusa_47; savingslots_171; 
cluster_11952, 4NH75UTABA; 192545798716; , 1,macmall_496; 
cluster_13519, 40280972; 889661171508; PS463U05C044; , 1,pcmg_641; 
cluster_1546, GETBE23CRDAEFXX; , 1,techcrave_2506; 
cluster_6284, 56245354; , 1,walmart_494; 
cluster_18392, 192563053811; 81DE0043US; , 2,macmall_395; antonline_765; 
cluster_3643, 696897735967; DELLNB0040028; 818351; , 1,microcenter_140; 
cluster_10392, SNOINS240787SA; , 1,techcrave_2117; 
cluster_4679, 3YW02UTABA; , 1,macmall_684; 
cluster_18767, 192018015524; 2LV39UAABA; , 2,howardcomputer_2083; abt_7; 
cluster_7780, CED0010000WAAADU; , 1,howardcomputer_899; 
cluster_11476, LJUTYYYVVATMH0FQ; 192018015333; , 1,massgenie_704; 
cluster_10213, 888863873722; X9T85UT; , 1,electronicsface-9.html; 
cluster_13555, GETBA73CDFAEIXX; , 1,techcrave_2347; 
cluster_18143, 884116255352; 20HH002QUS; , 2,rlsteinway_32; electronicsface-88.html; 
cluster_13993, CF20A0205VM; , 1,portableone_172; 
cluster_6492, SNOINS227897SA; , 1,techcrave_2072; 
cluster_7054, 886389036577; , 1,techcrave_1752; 
cluster_9024, 77M5Y; 5397184081563; , 1,Box_144; 
cluster_16646, PC51415; 41592733; , 2,pcmg_332; macmall_187; 
cluster_5836, 192563251682; , 1,antonline_979; 
cluster_9234, LEN20L9001FUS; , 1,techcrave_225; 
cluster_4548, 190781336556; , 1,antonline_224; 
cluster_11135, 655222788399; 174844643; , 1,walmart_606; 
cluster_6324, 885170299405; CF54F0968VM; , 1,howardcomputer_429; 
cluster_6193, 41194709; PC51188; , 1,pcmg_189; 
cluster_10824, 5056143612360; NC14V1008128; , 1,Box_328; 
cluster_15487, 20LB0026US; 41030048; 192563251781; , 2,truecurate_517; pcmg_474; 
cluster_12396, 724129351; 192158787824; , 1,walmart_739; 
cluster_11850, 192545579148; 4FW58UTABA; , 1,howardcomputer_907; 
cluster_9202, LEP7120HK001; 20HK001QUS; 191545834448; , 1,sdicraft_483; 
cluster_22387, 192330209380; 20LD001HUS; 40977147; , 6,rlsteinway_88; techcrave_241; howardcomputer_123; antonline_892; bestbuy_828; pcmg_442; 
cluster_5423, 777963986; 630572124257; , 1,walmart_750; 
cluster_3135, 5CY82UTABA; , 1,macmall_365; 
cluster_13040, DC3RF79UTCA; 192545008600; , 1,kaizyr_118; 
cluster_18703, 887276269429; XE501C13K01US; , 2,bestbuy_949; galleon_88; 
cluster_5888, 135830017; 842776102287; , 1,walmart_388; 
cluster_18685, 889842308631; , 2,antonline_23; abt_31; 
cluster_114, GETBE23LQAAEXXX; , 1,techcrave_2547; 
cluster_12440, 8DT9GNXHPKFHZBMH; 824142168233; , 1,massgenie_805; 
cluster_12288, GETBA734DDAEDXX; , 1,techcrave_2299; 
cluster_2668, W0T01UT; 191114792186; , 1,savingslots_432; 
cluster_12192, SMT380NZKEXAR; SAGTA8BLK; 887276237725; , 1,sdicraft_616; 
cluster_11553, B01EIUJ1AW; 191114008270; MMGL2LLA; , 1,electronicsface-33.html; 
cluster_18756, 885170331136; CF54G2999VM; 40802471; , 2,cukusa_85; pcmg_579; 
cluster_11216, 56147311; 191114479056; , 1,walmart_27; 
cluster_6984, 3RB38UTABA; 192018998179; , 1,howardcomputer_1967; 
cluster_7842, VX8B9R1AGF2B0AUS; , 1,howardcomputer_1203; 
cluster_11583, 192545178778; , 1,abt_61; 
cluster_12943, DC55AE11B7E38466; , 1,massgenie_767; 
cluster_2653, 824142159729; , 1,antonline_998; 
cluster_763, 643907578090; MGX72LLA; , 1,bestbuy_197; 
cluster_7388, IN4AN606; 192158562285; 20LW0001US; , 1,microcart_232; 
cluster_5410, 40926358; 81FY000SUS; 192158787824; , 1,pcmg_688; 
cluster_651, 190198475374; APIPW64C12G; MQEF2LLA; , 1,sdicraft_607; 
cluster_10796, 193424263516; 5NW06UTABA; , 1,howardcomputer_971; 
cluster_11523, DC3TR87UTCA; 192545619233; , 1,kaizyr_184; 
cluster_8062, QULKW0ARRM3JW6OS; , 1,massgenie_443; 
cluster_14434, 898085172; , 1,walmart_718; 
cluster_2663, Z0V30003Q; , 1,portableone_72; 
cluster_3662, 20EN0016US; 889955802026; , 1,howardcomputer_451; 
cluster_6217, IN2QH528; 20L9001LUS; 192158789248; , 1,microcart_57; 
cluster_20549, 884116326465; 5JR28UT; , 3,buydig_270; antonline_598; savingslots_59; 
cluster_3256, 2SU15UT; 190781189411; , 1,savingslots_375; 
cluster_11502, 885170315709; , 1,ebay_69; 
cluster_9602, DC5EK81UTBCA; 193015685581; , 1,kaizyr_166; 
cluster_16579, 696897734656; RB696897734656; 41496153; , 2,pcmg_106; macmall_201; 
cluster_3333, 20MD001WUS; 193124462257; , 1,howardcomputer_1603; 
cluster_8727, 720089854881; HPLP00410050; 770123; , 1,microcenter_2; 
cluster_14108, 886389086176; , 1,techcrave_1657; 
cluster_16812, 888863275496; CB5571C4G4; 55009828; , 2,truecurate_340; walmart_111; 
cluster_1621, YNCGHGTPGTOFZYRC; , 1,massgenie_188; 
cluster_8558, DEP75208CMP7; 884116280941; 8CMP7; , 1,sdicraft_550; 
cluster_2885, 85896339984; DC33998CA; , 1,kaizyr_80; 
cluster_21581, 192018001282; AW17R47458SLV; , 4,abt_132; savingslots_47; antonline_187; buydig_48; 
cluster_8186, 888793942826; , 1,techcrave_581; 
cluster_16313, 192563053804; , 2,techcrave_277; antonline_523; 
cluster_2748, 20ER000XUS; 889955557070; , 1,howardcomputer_389; 
cluster_11764, 825633457751; E725031258; , 1,bestbuy_456; 
cluster_21776, 889349904848; 262681648; , 4,antonline_1075; techcrave_164; savingslots_614; walmart_281; 
cluster_13115, 884116260189; , 1,techcrave_2188; 
cluster_5418, TWDR11H205CM5S8R3; , 1,techcrave_1037; 
cluster_5098, 884116255031; I53783031GRY; , 1,truecurate_11; 
cluster_21780, 884116280859; N9YPT6UCFSTNGINV; , 4,antonline_931; techcrave_2010; ebay_44; massgenie_75; 
cluster_11720, 884116293033; I75707033SLVPUS; , 1,bestbuy_408; 
cluster_9410, 4718017059800; GL504GMES155T; , 1,jw_27; 
cluster_7094, GETBE2335FAEDXX; , 1,techcrave_2467; 
cluster_11683, GETB300G6NGA2016; , 1,techcrave_2258; 
cluster_4693, 2GE22PA; 191628332472; , 1,jw_126; 
cluster_8427, 753218988065; DTHW1320L; , 1,bestbuy_967; 
cluster_6354, 641719000471; 13364946; , 1,bestbuy_236; 
cluster_20924, 191114331613; AN51551504A; , 4,truecurate_285; bestbuy_21; buydig_211; antonline_943; 
cluster_5683, 888793707036; , 1,techcrave_562; 
cluster_289, 884116262114; , 1,techcrave_1969; 
cluster_10102, 50910374; 825633356368; , 1,walmart_333; 
cluster_9231, 192876023280; , 1,techcrave_1820; 
cluster_11007, 888793412251; , 1,techcrave_546; 
cluster_14027, SF51452T82WQ; 191114450635; , 1,truecurate_43; 
cluster_12617, E74401571; 825633433427; , 1,bestbuy_484; 
cluster_4377, 15Z975UAP71U1; 191628368617; , 1,savingslots_110; 
cluster_12429, GETBA7CBDAAEDXX; , 1,techcrave_2382; 
cluster_10076, VX8B7O1AFF4A0AUS; , 1,howardcomputer_359; 
cluster_11838, 40978407; 3RS18UTABA; 192545016827; , 1,pcmg_551; 
cluster_503, Z0V100048; , 1,portableone_59; 
cluster_11093, 652513848947; 3ZJD4VABJ6KYWCJY; , 1,massgenie_224; 
cluster_14095, 888863620746; B01F1Z7DEE; SA527139N9; , 1,electronicsface-29.html; 
cluster_11736, APIPW51C10S; 190198342850; MPMF2LLA; , 1,sdicraft_624; 
cluster_18162, 884116280989; 31X3Q0ZBN2BAS936; , 2,techcrave_2207; massgenie_167; 
cluster_7520, 20HN001HUS; 191200391590; , 1,howardcomputer_615; 
cluster_12653, 56272190; 825633442474; , 1,walmart_682; 
cluster_17579, 884116293262; , 2,ebay_130; ebay_35; 
cluster_6540, 188633034; 190780203491; , 1,walmart_464; 
cluster_10451, GETBA73DCDAEDXX; , 1,techcrave_2352; 
cluster_18783, 191628140930; , 2,buydig_401; antonline_114; 
cluster_8478, 889296640950; , 1,techcrave_616; 
cluster_13617, 601393907305; MCT156QDSPOE; IN3G9449; , 1,microcart_42; 
cluster_14783, BRBUKSMNSK9HDAMU; , 1,massgenie_765; 
cluster_1284, 192563481713; 961848250; , 1,walmart_6; 
cluster_7637, PACF54C001KM; CF54F0001KM; , 1,sdicraft_125; 
cluster_6647, 191376432417; 20K6000UUS; , 1,truecurate_136; 
cluster_7436, 825633455467; 840G1C545HN10P; 792846; , 1,microcenter_89; 
cluster_14493, GETBE23D5DAEDXX; , 1,techcrave_2510; 
cluster_3329, XTD129IBCS; , 1,portableone_361; 
cluster_579, 884116313700; G37795700BLKPUS; , 1,bestbuy_398; 
cluster_10169, APIPPW2512G; MP6J2LLA; 190198283108; , 1,sdicraft_595; 
cluster_12225, L6S37USABA; 889296340461; , 1,howardcomputer_2265; 
cluster_8518, 192651913706; 81CT007RUS; , 1,bestbuy_836; 
cluster_19970, 889842241952; DAL00019; , 3,antonline_29; howardcomputer_207; bestbuy_856; 
cluster_4229, V5B06USABA; 889899145814; , 1,howardcomputer_509; 
cluster_13482, 836999; 696897743153; DELLNB0040033; , 1,microcenter_133; 
cluster_20600, 888863868551; , 3,antonline_1191; buydig_398; savingslots_628; 
cluster_8281, 884116293118; 468122405; , 1,walmart_958; 
cluster_18492, XF9PJ; 884116283317; , 2,howardcomputer_839; macmall_374; 
cluster_22877, 884116294108; AW17R57108SLVPUS; LHFQBC0BL7SFANJ4; 928660780; XPS9570MCMG6; , 8,walmart_87; massgenie_391; buydig_50; savingslots_132; bestbuy_139; buydig_263; ebay_40; antonline_18; 
cluster_12011, 193424018161; , 1,antonline_60; 
cluster_14033, IN3E8109; 858603004983; 7DRKQPURPLE; , 1,microcart_197; 
cluster_2323, 884116275961; 280386001; , 1,walmart_349; 
cluster_2318, VWR1018GB256S|4GB; , 1,portableone_347; 
cluster_4120, 192330506427; 81CY002MUK; NOT05429; , 1,cclonline_122; 
cluster_9279, 92330412643; , 1,rlsteinway_87; 
cluster_9811, 191628227143; 2FC37USABA; , 1,howardcomputer_1253; 
cluster_2567, B06WD61CF5; 889349410189; R5571TG7229; , 1,electronicsface-130.html; 
cluster_8498, 813567020622; X9V50UTABA; B01KYCBVF6; , 1,electronicsface-208.html; 
cluster_6109, HEZB14UG5F53; 3YF53UTABA; , 1,sdicraft_511; 
cluster_7675, Z0V0|29GHZ|555X|16GB|4TB|En; , 1,portableone_82; 
cluster_13107, GETBA733DDAEJXX; , 1,techcrave_2289; 
cluster_6998, EZR8V3HOWJD0OVXU; 192545308458; , 1,massgenie_880; 
cluster_2422, 887111037183; B5W45UAABA; , 1,howardcomputer_2201; 
cluster_1630, Z0UKMPXT24BH; APMBPKMPXT24; , 1,sdicraft_12; 
cluster_11659, CIMW9N3NHBYK5DKM; 192563251262; , 1,massgenie_342; 
cluster_13717, 815592021957; 56083776; , 1,walmart_233; 
cluster_443, 719192611139; B01MYXGCK5; AW13R37000SLVPUS; , 1,electronicsface-299.html; 
cluster_16645, 96MNJ; NOT05364; 5055792325805; 5397184020128; , 2,Box_186; cclonline_128; 
cluster_6800, 5054629949740; B0123BRIDK; CT204864BF160B; , 1,gdxtech_99; 
cluster_6899, 192545717298; , 1,buydig_245; 
cluster_6844, 887758510971; , 1,techcrave_428; 
cluster_4285, 841631126260; NXG4XAA001; , 1,bestbuy_1; 
cluster_4519, 20HN001NUS; 191200394225; , 1,howardcomputer_781; 
cluster_8077, 190781352105; , 1,techcrave_327; 
cluster_2871, VWR122|4GB; , 1,portableone_348; 
cluster_10948, LEN81FY000SUS30PK; , 1,techcrave_284; 
cluster_8959, LEN20KU0018US; , 1,techcrave_207; 
cluster_12970, I57707293SLVPUS; 884116277293; , 1,bestbuy_426; 
cluster_18040, UX360UADS51T; 889349718438; B072Q917XR; , 2,truecurate_449; nautilusnet_76; 
cluster_3638, GETBA73F5DAEJXX; , 1,techcrave_2363; 
cluster_14469, 81C4000EUS; 192651841962; , 1,bestbuy_849; 
cluster_11836, HPIX9P83USABA; , 1,techcrave_780; 
cluster_3375, 190780926772; , 1,techcrave_839; 
cluster_11895, 4712900700916; P2540UAXO0198TOSS1; , 1,Box_406; 
cluster_330, 38760850; 825633323346; , 1,walmart_946; 
cluster_22369, 884116260318; TFJ45; LATI7480TFJ45; 1198C1FACA118F10; , 5,truecurate_232; techcrave_2191; massgenie_290; howardcomputer_13; antonline_1173; 
cluster_13983, 20K6000RUS; 191376432530; IN8X7464; , 1,microcart_186; 
cluster_14267, GETBB73CFAAEDXX; , 1,techcrave_2429; 
cluster_6018, 889349204160; , 1,techcrave_1842; 
cluster_7111, Z2A38UT; 192330209830; , 1,savingslots_129; 
cluster_14252, LEN20M7000KUS; , 1,techcrave_252; 
cluster_18406, 824142163665; , 2,ebay_162; antonline_971; 
cluster_18611, 190781714545; Z2A40UT; , 2,savingslots_193; antonline_222; 
cluster_1769, UGWPLMHYK1OHEANW; 192876037102; , 1,massgenie_754; 
cluster_16045, 884116260592; , 2,antonline_1168; techcrave_2007; 
cluster_7758, 190781456698; 195211693; , 1,walmart_279; 
cluster_10217, PC51051; 825633435285; , 1,macmall_342; 
cluster_10969, OURX2CWQQWU2HZME; , 1,massgenie_780; 
cluster_7547, , 1,abt_158; 
cluster_2501, B01KWSLJOK; 611343100250; , 1,electronicsface-269.html; 
cluster_12735, FUJXBUYU937006; , 1,techcrave_992; 
cluster_8267, 190781119906; 1AZ91AWABA; , 1,howardcomputer_563; 
cluster_1650, 4251246154347; B073JRGCWT; , 1,gdxtech_179; 
cluster_13380, 190781334651; , 1,techcrave_323; 
cluster_12223, 55727650; 825633415461; , 1,walmart_540; 
cluster_9240, GF638RD241AU; , 1,jw_183; 
cluster_4889, NOT05422; SABRE15WV8CF1; 4719331945305; , 1,cclonline_26; 
cluster_1751, 888793711927; , 1,buydig_103; 
cluster_6270, E72401565; 825633428652; , 1,bestbuy_450; 
cluster_4779, 20KF005RUS; 192651087858; , 1,howardcomputer_977; 
cluster_3392, LATI5490DP24R; 193015138261; , 1,savingslots_300; 
cluster_11224, 192076735778; , 1,techcrave_1188; 
cluster_7881, 4712900805420; 90NB0FU1M00500; NOT04517; , 1,cclonline_18; 
cluster_21231, 884116262350; DEL133380TFG; TFG4H; , 4,sdicraft_161; techcrave_2190; howardcomputer_2051; antonline_679; 
cluster_10338, V2W50UTABA; 889349264508; B01CHSNFUO; , 1,electronicsface-2.html; 
cluster_6936, Z0U4MNYN21BH; APMBU4MNYN21; 190198542656; , 1,sdicraft_85; 
cluster_21822, 191376354443; 20HH000TUS; 2XM81UT; LEP51HH000T; , 4,antonline_677; truecurate_107; sdicraft_464; savingslots_69; 
cluster_15319, 192330691963; , 2,techcrave_272; antonline_522; 
cluster_16463, PC51052; 40809253; , 2,macmall_162; pcmg_307; 
cluster_9463, 889661168126; , 1,techcrave_1632; 
cluster_21385, 81FL0000US; 192330705882; 889349993569; , 4,truecurate_387; savingslots_290; macmall_370; bestbuy_738; 
cluster_4551, V1H18UT; 887276248899; , 1,savingslots_240; 
cluster_20568, 1NW57UT; 190781922322; 889899637661; , 3,savingslots_497; bestbuy_579; truecurate_21; 
cluster_7860, 131901815; 741807520925; , 1,walmart_168; 
cluster_18729, 887758502143; E1E35USABA; , 2,howardcomputer_335; techcrave_427; 
cluster_12769, LEP52S20LB18; 20LB0018US; 192330060172; , 1,sdicraft_529; 
cluster_5166, 192545697040; , 1,antonline_132; 
cluster_7663, 889296728788; , 1,techcrave_621; 
cluster_19219, MNYJ2LLA; 190198203793; , 3,macmall_354; bestbuy_147; portableone_10; 
cluster_21740, 192330705899; 81DM0002US; , 4,macmall_402; antonline_763; techcrave_276; howardcomputer_1631; 
cluster_23, 40970741; 4KM6X; , 1,pcmg_600; 
cluster_17533, 889349993576; , 2,abt_44; techcrave_1804; 
cluster_6138, GETAG82QSJAXDXH; , 1,techcrave_2251; 
cluster_11399, 887276214290; , 1,antonline_1145; 
cluster_21672, 4LC09UTABA; 192545699204; IN5AY524; 41186139; , 4,pcmg_355; howardcomputer_979; microcart_7; macmall_214; 
cluster_2749, 825633437722; E55401559; , 1,bestbuy_528; 
cluster_18495, 1BS47UTABA; HE850G41BS47; 190781385592; , 2,howardcomputer_295; sdicraft_152; 
cluster_22608, 824142157732; GS63VR674; , 6,abt_70; howardcomputer_669; buydig_127; cukusa_76; antonline_1074; macmall_75; 
cluster_4620, XM199; 889349750940; B01N6UZ8EW; , 1,electronicsface-136.html; 
cluster_5699, 190940670583; 20FU004BUS; , 1,howardcomputer_555; 
cluster_14296, HPIX9P01USABA; , 1,techcrave_775; 
cluster_3745, GQA5BZPT7QBXZOQN; , 1,massgenie_83; 
cluster_16987, PC51009; 40780586; , 2,pcmg_336; macmall_188; 
cluster_4767, 191376106479; B071R1X9N5; , 1,electronicsface-277.html; 
cluster_5187, B00IEXSM0A; 4260370250511; , 1,gdxtech_89; 
cluster_2223, GETBA732DDAHJXX; , 1,techcrave_2276; 
cluster_5406, 1BS96UT; 884116283287; , 1,savingslots_78; 
cluster_17435, PC51304; 825633456976; 41416536; , 2,macmall_25; pcmg_103; 
cluster_4475, 191628136377; 342050069; , 1,walmart_151; 
cluster_13216, FUJM4YU75701015; , 1,techcrave_977; 
cluster_14433, AW15R47291SLV; 766154; 884116312291; , 1,microcenter_6; 
cluster_1107, 884116274964; , 1,ebay_97; 
cluster_6394, 885170299184; , 1,antonline_492; 
cluster_10158, DC3XJ57UTCA; 192545265171; , 1,kaizyr_169; 
cluster_7203, 191376431984; , 1,antonline_1152; 
cluster_8530, CF19ZE002BM; , 1,portableone_214; 
cluster_1578, 9S716P112044; 4719072531881; , 1,Box_205; 
cluster_9450, 889661169475; , 1,techcrave_1640; 
cluster_17947, 192330447980; 81AX00GGUSMB; 41549115; , 2,pcmg_7; macmall_83; 
cluster_9876, 889899366103; , 1,techcrave_709; 
cluster_10058, 4719072567330; 9S716Q211011; , 1,Box_213; 
cluster_16314, 190780440308; 14AX020NR; , 2,galleon_60; truecurate_484; 
cluster_10713, 822338; 696897736841; DELLNB0040030; , 1,microcenter_59; 
cluster_5110, DQ88AJV4FUG5G4KP; 192330204750; , 1,massgenie_706; 
cluster_1740, , 1,abt_163; 
cluster_14084, SNOLAT173439SD; , 1,techcrave_2134; 
cluster_13355, VF0IA9GWUPGVFI72; , 1,massgenie_770; 
cluster_18762, WE63238; 824142163696; IN3GY981; , 2,macmall_392; microcart_65; 
cluster_1303, PJFISQN9MO7TUEFS; , 1,massgenie_488; 
