clusterID,Size,IDs,,,clusterID,Size,,clusterID,Size,,clusterID,Size,,clusterID,Size,,clusterID,Size,,clusterID,Size,,clusterID,Size,,clusterID,Size,,,,,,
cluster_18265,5,pcmg_0489,macmall_0581,savingslots_0430,cluster_18265,5,antonline_0416,cluster_18265,5,howardcomputers_0053,cluster_18265,5,,cluster_18265,5,,cluster_18265,5,,cluster_18265,5,,cluster_18265,5,,cluster_18265,5,,,,,,
cluster_18106,5,cukusa_0070,savingslots_0435,microcenter_0005,cluster_18106,5,pcmg_0589,cluster_18106,5,howardcomputers_0120,cluster_18106,5,,cluster_18106,5,,cluster_18106,5,,cluster_18106,5,,cluster_18106,5,,cluster_18106,5,,,,,,
cluster_18289,5,techcrave_1808,truecurate_0104,massgenie_0591,cluster_18289,5,savingslots_0216,cluster_18289,5,kaizyr_0025,cluster_18289,5,,cluster_18289,5,,cluster_18289,5,,cluster_18289,5,,cluster_18289,5,,cluster_18289,5,,,,,,
cluster_18341,5,sdicraft_0153,abt_0047,savingslots_0006,cluster_18341,5,macmall_0447,cluster_18341,5,microcenter_0008,cluster_18341,5,,cluster_18341,5,,cluster_18341,5,,cluster_18341,5,,cluster_18341,5,,cluster_18341,5,,,,,,
cluster_18347,5,techcrave_0153,truecurate_0312,savingslots_0611,cluster_18347,5,buydig_0175,cluster_18347,5,antonline_1114,cluster_18347,5,,cluster_18347,5,,cluster_18347,5,,cluster_18347,5,,cluster_18347,5,,cluster_18347,5,,,,,,
cluster_18299,5,savingslots_0285,antonline_1129,techcrave_1771,cluster_18299,5,truecurate_0395,cluster_18299,5,rlsteinway_0017,cluster_18299,5,,cluster_18299,5,,cluster_18299,5,,cluster_18299,5,,cluster_18299,5,,cluster_18299,5,,,,,,
cluster_18059,5,massgenie_0618,savingslots_0281,buydig_0494,cluster_18059,5,massgenie_0715,cluster_18059,5,antonline_0327,cluster_18059,5,,cluster_18059,5,,cluster_18059,5,,cluster_18059,5,,cluster_18059,5,,cluster_18059,5,,,,,,
cluster_18159,5,cukusa_0035,savingslots_0097,rlsteinway_0033,cluster_18159,5,antonline_0463,cluster_18159,5,buydig_0046,cluster_18159,5,,cluster_18159,5,,cluster_18159,5,,cluster_18159,5,,cluster_18159,5,,cluster_18159,5,,,,,,
cluster_18308,5,pcmg_0680,cukusa_0010,howardcomputers_0754,cluster_18308,5,antonline_0976,cluster_18308,5,abt_0085,cluster_18308,5,,cluster_18308,5,,cluster_18308,5,,cluster_18308,5,,cluster_18308,5,,cluster_18308,5,,,,,,
cluster_18312,5,sdicraft_0544,techcrave_2212,antonline_1087,cluster_18312,5,massgenie_0305,cluster_18312,5,microcart_0093,cluster_18312,5,,cluster_18312,5,,cluster_18312,5,,cluster_18312,5,,cluster_18312,5,,cluster_18312,5,,,,,,
cluster_18346,5,savingslots_0569,pcmg_0015,sdicraft_0181,cluster_18346,5,macmall_0348,cluster_18346,5,truecurate_0059,cluster_18346,5,,cluster_18346,5,,cluster_18346,5,,cluster_18346,5,,cluster_18346,5,,cluster_18346,5,,,,,,
cluster_18102,5,truecurate_0016,techcrave_0271,antonline_0873,cluster_18102,5,buydig_0066,cluster_18102,5,savingslots_0414,cluster_18102,5,,cluster_18102,5,,cluster_18102,5,,cluster_18102,5,,cluster_18102,5,,cluster_18102,5,,,,,,
cluster_18349,5,antonline_0251,abt_0056,savingslots_0590,cluster_18349,5,buydig_0397,cluster_18349,5,pcmg_0490,cluster_18349,5,,cluster_18349,5,,cluster_18349,5,,cluster_18349,5,,cluster_18349,5,,cluster_18349,5,,,,,,
cluster_18232,5,truecurate_0251,howardcomputers_0745,bhphotovideo_0075,cluster_18232,5,antonline_0707,cluster_18232,5,savingslots_0379,cluster_18232,5,,cluster_18232,5,,cluster_18232,5,,cluster_18232,5,,cluster_18232,5,,cluster_18232,5,,,,,,
cluster_18271,5,bhphotovideo_0037,sdicraft_0222,antonline_0384,cluster_18271,5,pcmg_0107,cluster_18271,5,macmall_0315,cluster_18271,5,,cluster_18271,5,,cluster_18271,5,,cluster_18271,5,,cluster_18271,5,,cluster_18271,5,,,,,,
cluster_18320,5,massgenie_0243,buydig_0146,massgenie_0187,cluster_18320,5,pcmg_0448,cluster_18320,5,antonline_0173,cluster_18320,5,,cluster_18320,5,,cluster_18320,5,,cluster_18320,5,,cluster_18320,5,,cluster_18320,5,,,,,,
cluster_18343,5,techcrave_1686,macmall_0355,savingslots_0368,cluster_18343,5,rlsteinway_0008,cluster_18343,5,pcmg_0609,cluster_18343,5,,cluster_18343,5,,cluster_18343,5,,cluster_18343,5,,cluster_18343,5,,cluster_18343,5,,,,,,
cluster_18233,5,buydig_0023,savingslots_0396,antonline_0292,cluster_18233,5,macmall_0411,cluster_18233,5,truecurate_0225,cluster_18233,5,,cluster_18233,5,,cluster_18233,5,,cluster_18233,5,,cluster_18233,5,,cluster_18233,5,,,,,,
cluster_18333,5,pcmg_0212,antonline_0323,buydig_0074,cluster_18333,5,savingslots_0488,cluster_18333,5,techcrave_0052,cluster_18333,5,,cluster_18333,5,,cluster_18333,5,,cluster_18333,5,,cluster_18333,5,,cluster_18333,5,,,,,,
cluster_18281,5,antonline_0652,pcmg_0439,savingslots_0150,cluster_18281,5,techcrave_0220,cluster_18281,5,massgenie_0390,cluster_18281,5,,cluster_18281,5,,cluster_18281,5,,cluster_18281,5,,cluster_18281,5,,cluster_18281,5,,,,,,
cluster_18339,5,massgenie_0480,sdicraft_0547,antonline_1088,cluster_18339,5,techcrave_2210,cluster_18339,5,truecurate_0363,cluster_18339,5,,cluster_18339,5,,cluster_18339,5,,cluster_18339,5,,cluster_18339,5,,cluster_18339,5,,,,,,
cluster_18318,5,savingslots_0255,rlsteinway_0047,massgenie_0776,cluster_18318,5,antonline_0485,cluster_18318,5,buydig_0018,cluster_18318,5,,cluster_18318,5,,cluster_18318,5,,cluster_18318,5,,cluster_18318,5,,cluster_18318,5,,,,,,
cluster_18304,5,howardcomputers_0860,antonline_0727,savingslots_0436,cluster_18304,5,pcmg_0691,cluster_18304,5,macmall_0459,cluster_18304,5,,cluster_18304,5,,cluster_18304,5,,cluster_18304,5,,cluster_18304,5,,cluster_18304,5,,,,,,
cluster_18120,5,techcrave_0008,antonline_0401,savingslots_0087,cluster_18120,5,buydig_0399,cluster_18120,5,massgenie_0356,cluster_18120,5,,cluster_18120,5,,cluster_18120,5,,cluster_18120,5,,cluster_18120,5,,cluster_18120,5,,,,,,
cluster_18223,5,howardcomputers_0007,techcrave_2193,massgenie_0290,cluster_18223,5,antonline_1173,cluster_18223,5,truecurate_0232,cluster_18223,5,,cluster_18223,5,,cluster_18223,5,,cluster_18223,5,,cluster_18223,5,,cluster_18223,5,,,,,,
cluster_18226,5,truecurate_0086,macmall_0372,antonline_1038,cluster_18226,5,macmall_0573,cluster_18226,5,techcrave_1787,cluster_18226,5,,cluster_18226,5,,cluster_18226,5,,cluster_18226,5,,cluster_18226,5,,cluster_18226,5,,,,,,
cluster_18327,5,rlsteinway_0059,massgenie_0462,antonline_0257,cluster_18327,5,buydig_0284,cluster_18327,5,savingslots_0142,cluster_18327,5,,cluster_18327,5,,cluster_18327,5,,cluster_18327,5,,cluster_18327,5,,cluster_18327,5,,,,,,
cluster_18245,5,cukusa_0042,antonline_1044,rlsteinway_0001,cluster_18245,5,truecurate_0474,cluster_18245,5,savingslots_0284,cluster_18245,5,,cluster_18245,5,,cluster_18245,5,,cluster_18245,5,,cluster_18245,5,,cluster_18245,5,,,,,,
cluster_18138,5,buydig_0277,microcenter_0043,antonline_0174,cluster_18138,5,savingslots_0401,cluster_18138,5,howardcomputers_0782,cluster_18138,5,,cluster_18138,5,,cluster_18138,5,,cluster_18138,5,,cluster_18138,5,,cluster_18138,5,,,,,,
cluster_18202,5,pcmg_0141,macmall_0296,antonline_1125,cluster_18202,5,massgenie_0176,cluster_18202,5,techcrave_0180,cluster_18202,5,,cluster_18202,5,,cluster_18202,5,,cluster_18202,5,,cluster_18202,5,,cluster_18202,5,,,,,,
cluster_18166,5,galleon_0075,pcmg_0506,savingslots_0020,cluster_18166,5,antonline_0648,cluster_18166,5,truecurate_0526,cluster_18166,5,,cluster_18166,5,,cluster_18166,5,,cluster_18166,5,,cluster_18166,5,,cluster_18166,5,,,,,,
cluster_18332,5,truecurate_0085,savingslots_0476,techcrave_1854,cluster_18332,5,kaizyr_0026,cluster_18332,5,abt_0110,cluster_18332,5,,cluster_18332,5,,cluster_18332,5,,cluster_18332,5,,cluster_18332,5,,cluster_18332,5,,,,,,
cluster_18275,5,pcmg_0349,macmall_0206,antonline_0303,cluster_18275,5,techcrave_0095,cluster_18275,5,buydig_0469,cluster_18275,5,,cluster_18275,5,,cluster_18275,5,,cluster_18275,5,,cluster_18275,5,,cluster_18275,5,,,,,,
cluster_18328,5,techcrave_1954,buydig_0220,savingslots_0333,cluster_18328,5,antonline_0908,cluster_18328,5,microcenter_0050,cluster_18328,5,,cluster_18328,5,,cluster_18328,5,,cluster_18328,5,,cluster_18328,5,,cluster_18328,5,,,,,,
cluster_18190,5,antonline_0154,macmall_0094,massgenie_0496,cluster_18190,5,buydig_0354,cluster_18190,5,massgenie_0578,cluster_18190,5,,cluster_18190,5,,cluster_18190,5,,cluster_18190,5,,cluster_18190,5,,cluster_18190,5,,,,,,
cluster_18058,5,pcmg_0684,techcrave_0020,sdicraft_0166,cluster_18058,5,antonline_0115,cluster_18058,5,bhphotovideo_0025,cluster_18058,5,,cluster_18058,5,,cluster_18058,5,,cluster_18058,5,,cluster_18058,5,,cluster_18058,5,,,,,,
cluster_18060,5,buydig_0362,antonline_0293,truecurate_0307,cluster_18060,5,savingslots_0538,cluster_18060,5,macmall_0580,cluster_18060,5,,cluster_18060,5,,cluster_18060,5,,cluster_18060,5,,cluster_18060,5,,cluster_18060,5,,,,,,
cluster_18009,5,pcmg_0461,savingslots_0250,cukusa_0082,cluster_18009,5,truecurate_0425,cluster_18009,5,cukusa_0057,cluster_18009,5,,cluster_18009,5,,cluster_18009,5,,cluster_18009,5,,cluster_18009,5,,cluster_18009,5,,,,,,
cluster_18270,5,pcmg_0146,savingslots_0549,microcart_0229,cluster_18270,5,antonline_0521,cluster_18270,5,macmall_0098,cluster_18270,5,,cluster_18270,5,,cluster_18270,5,,cluster_18270,5,,cluster_18270,5,,cluster_18270,5,,,,,,
cluster_18266,5,howardcomputers_0348,microcart_0113,antonline_0365,cluster_18266,5,pcmg_0602,cluster_18266,5,sdicraft_0256,cluster_18266,5,,cluster_18266,5,,cluster_18266,5,,cluster_18266,5,,cluster_18266,5,,cluster_18266,5,,,,,,
cluster_18107,5,savingslots_0152,electronicsface_0173,macmall_0213,cluster_18107,5,sdicraft_0433,cluster_18107,5,pcmg_0354,cluster_18107,5,,cluster_18107,5,,cluster_18107,5,,cluster_18107,5,,cluster_18107,5,,cluster_18107,5,,,,,,
cluster_18276,5,massgenie_0726,massgenie_0867,antonline_0427,cluster_18276,5,pcmg_0456,cluster_18276,5,savingslots_0314,cluster_18276,5,,cluster_18276,5,,cluster_18276,5,,cluster_18276,5,,cluster_18276,5,,cluster_18276,5,,,,,,
cluster_18263,5,rlsteinway_0051,antonline_0371,savingslots_0188,cluster_18263,5,buydig_0187,cluster_18263,5,massgenie_0550,cluster_18263,5,,cluster_18263,5,,cluster_18263,5,,cluster_18263,5,,cluster_18263,5,,cluster_18263,5,,,,,,
cluster_18292,5,kaizyr_0105,howardcomputers_0649,massgenie_0240,cluster_18292,5,pcmg_0528,cluster_18292,5,antonline_0196,cluster_18292,5,,cluster_18292,5,,cluster_18292,5,,cluster_18292,5,,cluster_18292,5,,cluster_18292,5,,,,,,
cluster_18161,5,savingslots_0509,macmall_0262,microcart_0141,cluster_18161,5,truecurate_0098,cluster_18161,5,pcmg_0070,cluster_18161,5,,cluster_18161,5,,cluster_18161,5,,cluster_18161,5,,cluster_18161,5,,cluster_18161,5,,,,,,
cluster_18139,5,howardcomputers_0034,pcmg_0563,sdicraft_0318,cluster_18139,5,savingslots_0046,cluster_18139,5,nautilusnet_0047,cluster_18139,5,,cluster_18139,5,,cluster_18139,5,,cluster_18139,5,,cluster_18139,5,,cluster_18139,5,,,,,,
cluster_18345,5,antonline_0391,massgenie_0180,buydig_0334,cluster_18345,5,massgenie_0236,cluster_18345,5,savingslots_0062,cluster_18345,5,,cluster_18345,5,,cluster_18345,5,,cluster_18345,5,,cluster_18345,5,,cluster_18345,5,,,,,,
cluster_18274,5,sdicraft_0445,sdicraft_0472,sdicraft_0462,cluster_18274,5,sdicraft_0491,cluster_18274,5,sdicraft_0471,cluster_18274,5,,cluster_18274,5,,cluster_18274,5,,cluster_18274,5,,cluster_18274,5,,cluster_18274,5,,,,,,
cluster_18152,5,buydig_0186,savingslots_0598,techcrave_0079,cluster_18152,5,antonline_0308,cluster_18152,5,sdicraft_0227,cluster_18152,5,,cluster_18152,5,,cluster_18152,5,,cluster_18152,5,,cluster_18152,5,,cluster_18152,5,,,,,,
cluster_18324,5,massgenie_0266,pcmg_0401,savingslots_0074,cluster_18324,5,antonline_0438,cluster_18324,5,macmall_0297,cluster_18324,5,,cluster_18324,5,,cluster_18324,5,,cluster_18324,5,,cluster_18324,5,,cluster_18324,5,,,,,,
cluster_18325,5,abt_0072,massgenie_0166,techcrave_1811,cluster_18325,5,buydig_0445,cluster_18325,5,antonline_0766,cluster_18325,5,,cluster_18325,5,,cluster_18325,5,,cluster_18325,5,,cluster_18325,5,,cluster_18325,5,,,,,,
cluster_18262,5,massgenie_0391,antonline_0018,savingslots_0132,cluster_18262,5,buydig_0263,cluster_18262,5,buydig_0050,cluster_18262,5,,cluster_18262,5,,cluster_18262,5,,cluster_18262,5,,cluster_18262,5,,cluster_18262,5,,,,,,
cluster_18080,5,pcmg_0706,antonline_0584,howardcomputers_0521,cluster_18080,5,massgenie_0138,cluster_18080,5,microcart_0191,cluster_18080,5,,cluster_18080,5,,cluster_18080,5,,cluster_18080,5,,cluster_18080,5,,cluster_18080,5,,,,,,
cluster_18199,5,antonline_0725,massgenie_0657,massgenie_0751,cluster_18199,5,buydig_0286,cluster_18199,5,savingslots_0249,cluster_18199,5,,cluster_18199,5,,cluster_18199,5,,cluster_18199,5,,cluster_18199,5,,cluster_18199,5,,,,,,
cluster_18348,5,savingslots_0043,pcmg_0472,massgenie_0135,cluster_18348,5,antonline_0646,cluster_18348,5,rlsteinway_0083,cluster_18348,5,,cluster_18348,5,,cluster_18348,5,,cluster_18348,5,,cluster_18348,5,,cluster_18348,5,,,,,,
cluster_18340,5,savingslots_0086,nautilusnet_0025,antonline_0379,cluster_18340,5,buydig_0460,cluster_18340,5,massgenie_0308,cluster_18340,5,,cluster_18340,5,,cluster_18340,5,,cluster_18340,5,,cluster_18340,5,,cluster_18340,5,,,,,,
cluster_18342,5,techcrave_0135,antonline_0425,massgenie_0710,cluster_18342,5,massgenie_0607,cluster_18342,5,savingslots_0263,cluster_18342,5,,cluster_18342,5,,cluster_18342,5,,cluster_18342,5,,cluster_18342,5,,cluster_18342,5,,,,,,
cluster_18164,5,truecurate_0034,rlsteinway_0035,antonline_0927,cluster_18164,5,savingslots_0561,cluster_18164,5,sdicraft_0177,cluster_18164,5,,cluster_18164,5,,cluster_18164,5,,cluster_18164,5,,cluster_18164,5,,cluster_18164,5,,,,,,
cluster_18277,5,truecurate_0175,savingslots_0446,antonline_1047,cluster_18277,5,abt_0113,cluster_18277,5,techcrave_1888,cluster_18277,5,,cluster_18277,5,,cluster_18277,5,,cluster_18277,5,,cluster_18277,5,,cluster_18277,5,,,,,,
cluster_18319,5,microcart_0085,howardcomputers_0697,savingslots_0060,cluster_18319,5,macmall_0502,cluster_18319,5,antonline_0193,cluster_18319,5,,cluster_18319,5,,cluster_18319,5,,cluster_18319,5,,cluster_18319,5,,cluster_18319,5,,,,,,
cluster_18092,5,pcmg_0690,antonline_0875,massgenie_0835,cluster_18092,5,macmall_0405,cluster_18092,5,massgenie_0904,cluster_18092,5,,cluster_18092,5,,cluster_18092,5,,cluster_18092,5,,cluster_18092,5,,cluster_18092,5,,,,,,
cluster_18311,5,massgenie_0943,antonline_0126,buydig_0348,cluster_18311,5,savingslots_0322,cluster_18311,5,techcrave_0106,cluster_18311,5,,cluster_18311,5,,cluster_18311,5,,cluster_18311,5,,cluster_18311,5,,cluster_18311,5,,,,,,
cluster_18256,5,techcrave_0166,galleon_0073,antonline_0743,cluster_18256,5,savingslots_0444,cluster_18256,5,buydig_0306,cluster_18256,5,,cluster_18256,5,,cluster_18256,5,,cluster_18256,5,,cluster_18256,5,,cluster_18256,5,,,,,,
cluster_18182,5,pcmg_0670,howardcomputers_0088,antonline_0274,cluster_18182,5,savingslots_0121,cluster_18182,5,massgenie_0565,cluster_18182,5,,cluster_18182,5,,cluster_18182,5,,cluster_18182,5,,cluster_18182,5,,cluster_18182,5,,,,,,
cluster_18227,5,antonline_1062,savingslots_0116,techcrave_0248,cluster_18227,5,microcenter_0056,cluster_18227,5,massgenie_0359,cluster_18227,5,,cluster_18227,5,,cluster_18227,5,,cluster_18227,5,,cluster_18227,5,,cluster_18227,5,,,,,,
cluster_18295,5,macmall_0340,pcmg_0031,techcrave_0031,cluster_18295,5,antonline_0385,cluster_18295,5,buydig_0454,cluster_18295,5,,cluster_18295,5,,cluster_18295,5,,cluster_18295,5,,cluster_18295,5,,cluster_18295,5,,,,,,
cluster_18264,5,macmall_0275,savingslots_0585,truecurate_0491,cluster_18264,5,howardcomputers_0800,cluster_18264,5,pcmg_0040,cluster_18264,5,,cluster_18264,5,,cluster_18264,5,,cluster_18264,5,,cluster_18264,5,,cluster_18264,5,,,,,,
cluster_18331,5,truecurate_0069,howardcomputers_0580,massgenie_0742,cluster_18331,5,massgenie_0656,cluster_18331,5,savingslots_0238,cluster_18331,5,,cluster_18331,5,,cluster_18331,5,,cluster_18331,5,,cluster_18331,5,,cluster_18331,5,,,,,,
cluster_18160,5,abt_0095,antonline_0867,savingslots_0452,cluster_18160,5,buydig_0455,cluster_18160,5,truecurate_0025,cluster_18160,5,,cluster_18160,5,,cluster_18160,5,,cluster_18160,5,,cluster_18160,5,,cluster_18160,5,,,,,,
cluster_18129,5,savingslots_0183,buydig_0276,kaizyr_0104,cluster_18129,5,truecurate_0308,cluster_18129,5,antonline_0321,cluster_18129,5,,cluster_18129,5,,cluster_18129,5,,cluster_18129,5,,cluster_18129,5,,cluster_18129,5,,,,,,
cluster_18336,5,buydig_0193,antonline_0901,truecurate_0063,cluster_18336,5,techcrave_1966,cluster_18336,5,savingslots_0309,cluster_18336,5,,cluster_18336,5,,cluster_18336,5,,cluster_18336,5,,cluster_18336,5,,cluster_18336,5,,,,,,
cluster_18086,5,antonline_0756,howardcomputers_1151,massgenie_0448,cluster_18086,5,buydig_0221,cluster_18086,5,massgenie_0355,cluster_18086,5,,cluster_18086,5,,cluster_18086,5,,cluster_18086,5,,cluster_18086,5,,cluster_18086,5,,,,,,
cluster_18165,5,truecurate_0423,savingslots_0207,pcmg_0430,cluster_18165,5,pcmg_0155,cluster_18165,5,savingslots_0036,cluster_18165,5,,cluster_18165,5,,cluster_18165,5,,cluster_18165,5,,cluster_18165,5,,cluster_18165,5,,,,,,
cluster_18200,5,antonline_0552,savingslots_0241,techcrave_1738,cluster_18200,5,buydig_0217,cluster_18200,5,massgenie_0614,cluster_18200,5,,cluster_18200,5,,cluster_18200,5,,cluster_18200,5,,cluster_18200,5,,cluster_18200,5,,,,,,
cluster_18278,5,savingslots_0471,pcmg_0138,buydig_0507,cluster_18278,5,techcrave_0045,cluster_18278,5,antonline_0262,cluster_18278,5,,cluster_18278,5,,cluster_18278,5,,cluster_18278,5,,cluster_18278,5,,cluster_18278,5,,,,,,
cluster_18344,5,antonline_0821,massgenie_0852,techcrave_0216,cluster_18344,5,savingslots_0311,cluster_18344,5,massgenie_0885,cluster_18344,5,,cluster_18344,5,,cluster_18344,5,,cluster_18344,5,,cluster_18344,5,,cluster_18344,5,,,,,,
cluster_18329,5,truecurate_0128,rlsteinway_0024,rlsteinway_0023,cluster_18329,5,rlsteinway_0018,cluster_18329,5,techcrave_1820,cluster_18329,5,,cluster_18329,5,,cluster_18329,5,,cluster_18329,5,,cluster_18329,5,,cluster_18329,5,,,,,,
cluster_18103,5,electronicsface_0144,savingslots_0527,pcmg_0674,cluster_18103,5,sdicraft_0111,cluster_18103,5,howardcomputers_0126,cluster_18103,5,,cluster_18103,5,,cluster_18103,5,,cluster_18103,5,,cluster_18103,5,,cluster_18103,5,,,,,,
cluster_18142,5,sdicraft_0172,savingslots_0212,howardcomputers_0370,cluster_18142,5,antonline_0221,cluster_18142,5,massgenie_0643,cluster_18142,5,,cluster_18142,5,,cluster_18142,5,,cluster_18142,5,,cluster_18142,5,,cluster_18142,5,,,,,,
cluster_18087,5,howardcomputers_1144,buydig_0202,pcmg_0157,cluster_18087,5,truecurate_0164,cluster_18087,5,macmall_0278,cluster_18087,5,,cluster_18087,5,,cluster_18087,5,,cluster_18087,5,,cluster_18087,5,,cluster_18087,5,,,,,,
cluster_18201,5,savingslots_0363,antonline_0413,sdicraft_0170,cluster_18201,5,pcmg_0531,cluster_18201,5,truecurate_0029,cluster_18201,5,,cluster_18201,5,,cluster_18201,5,,cluster_18201,5,,cluster_18201,5,,cluster_18201,5,,,,,,
cluster_18085,5,antonline_0395,massgenie_0398,techcrave_0023,cluster_18085,5,pcmg_0465,cluster_18085,5,massgenie_0482,cluster_18085,5,,cluster_18085,5,,cluster_18085,5,,cluster_18085,5,,cluster_18085,5,,cluster_18085,5,,,,,,
cluster_17892,4,savingslots_0202,massgenie_0428,truecurate_0256,cluster_17892,4,antonline_0430,cluster_17892,4,,cluster_17892,4,,cluster_17892,4,,cluster_17892,4,,cluster_17892,4,,cluster_17892,4,,cluster_17892,4,,,,,,
cluster_17804,4,kaizyr_0115,pcmg_0679,sdicraft_0245,cluster_17804,4,antonline_0107,cluster_17804,4,,cluster_17804,4,,cluster_17804,4,,cluster_17804,4,,cluster_17804,4,,cluster_17804,4,,cluster_17804,4,,,,,,
cluster_17770,4,pcmg_0207,howardcomputers_0474,savingslots_0367,cluster_17770,4,buydig_0325,cluster_17770,4,,cluster_17770,4,,cluster_17770,4,,cluster_17770,4,,cluster_17770,4,,cluster_17770,4,,cluster_17770,4,,,,,,
cluster_17559,4,pcmg_0316,savingslots_0146,sdicraft_0417,cluster_17559,4,macmall_0172,cluster_17559,4,,cluster_17559,4,,cluster_17559,4,,cluster_17559,4,,cluster_17559,4,,cluster_17559,4,,cluster_17559,4,,,,,,
cluster_17866,4,buydig_0266,savingslots_0112,massgenie_0337,cluster_17866,4,antonline_0599,cluster_17866,4,,cluster_17866,4,,cluster_17866,4,,cluster_17866,4,,cluster_17866,4,,cluster_17866,4,,cluster_17866,4,,,,,,
cluster_18043,4,techcrave_1978,antonline_1098,sdicraft_0514,cluster_18043,4,massgenie_0465,cluster_18043,4,,cluster_18043,4,,cluster_18043,4,,cluster_18043,4,,cluster_18043,4,,cluster_18043,4,,cluster_18043,4,,,,,,
cluster_17534,4,macmall_0568,massgenie_0763,techcrave_1826,cluster_17534,4,antonline_0917,cluster_17534,4,,cluster_17534,4,,cluster_17534,4,,cluster_17534,4,,cluster_17534,4,,cluster_17534,4,,cluster_17534,4,,,,,,
cluster_17613,4,howardcomputers_0876,antonline_1090,truecurate_0052,cluster_17613,4,savingslots_0337,cluster_17613,4,,cluster_17613,4,,cluster_17613,4,,cluster_17613,4,,cluster_17613,4,,cluster_17613,4,,cluster_17613,4,,,,,,
cluster_17578,4,antonline_0090,macmall_0267,pcmg_0263,cluster_17578,4,bhphotovideo_0085,cluster_17578,4,,cluster_17578,4,,cluster_17578,4,,cluster_17578,4,,cluster_17578,4,,cluster_17578,4,,cluster_17578,4,,,,,,
cluster_18053,4,savingslots_0353,truecurate_0310,antonline_0849,cluster_18053,4,massgenie_0948,cluster_18053,4,,cluster_18053,4,,cluster_18053,4,,cluster_18053,4,,cluster_18053,4,,cluster_18053,4,,cluster_18053,4,,,,,,
cluster_18032,4,antonline_0204,bhphotovideo_0073,truecurate_0075,cluster_18032,4,savingslots_0604,cluster_18032,4,,cluster_18032,4,,cluster_18032,4,,cluster_18032,4,,cluster_18032,4,,cluster_18032,4,,cluster_18032,4,,,,,,
cluster_18036,4,microcenter_0026,savingslots_0072,pcmg_0223,cluster_18036,4,howardcomputers_0651,cluster_18036,4,,cluster_18036,4,,cluster_18036,4,,cluster_18036,4,,cluster_18036,4,,cluster_18036,4,,cluster_18036,4,,,,,,
cluster_17996,4,pcmg_0346,massgenie_0955,howardcomputers_0016,cluster_17996,4,macmall_0298,cluster_17996,4,,cluster_17996,4,,cluster_17996,4,,cluster_17996,4,,cluster_17996,4,,cluster_17996,4,,cluster_17996,4,,,,,,
cluster_17759,4,techcrave_0090,antonline_0302,buydig_0357,cluster_17759,4,massgenie_0781,cluster_17759,4,,cluster_17759,4,,cluster_17759,4,,cluster_17759,4,,cluster_17759,4,,cluster_17759,4,,cluster_17759,4,,,,,,
cluster_17874,4,sdicraft_0574,techcrave_0077,massgenie_0043,cluster_17874,4,savingslots_0005,cluster_17874,4,,cluster_17874,4,,cluster_17874,4,,cluster_17874,4,,cluster_17874,4,,cluster_17874,4,,cluster_17874,4,,,,,,
cluster_17987,4,abt_0127,rlsteinway_0005,antonline_0022,cluster_17987,4,buydig_0128,cluster_17987,4,,cluster_17987,4,,cluster_17987,4,,cluster_17987,4,,cluster_17987,4,,cluster_17987,4,,cluster_17987,4,,,,,,
cluster_18021,4,macmall_0408,savingslots_0574,antonline_0156,cluster_18021,4,buydig_0312,cluster_18021,4,,cluster_18021,4,,cluster_18021,4,,cluster_18021,4,,cluster_18021,4,,cluster_18021,4,,cluster_18021,4,,,,,,
cluster_17717,4,techcrave_2206,antonline_0661,savingslots_0486,cluster_17717,4,howardcomputers_0072,cluster_17717,4,,cluster_17717,4,,cluster_17717,4,,cluster_17717,4,,cluster_17717,4,,cluster_17717,4,,cluster_17717,4,,,,,,
cluster_17847,4,massgenie_0952,buydig_0032,antonline_0616,cluster_17847,4,savingslots_0321,cluster_17847,4,,cluster_17847,4,,cluster_17847,4,,cluster_17847,4,,cluster_17847,4,,cluster_17847,4,,cluster_17847,4,,,,,,
cluster_17448,4,techcrave_2177,antonline_1067,savingslots_0376,cluster_17448,4,truecurate_0013,cluster_17448,4,,cluster_17448,4,,cluster_17448,4,,cluster_17448,4,,cluster_17448,4,,cluster_17448,4,,cluster_17448,4,,,,,,
